id,paragraph_1,kg_1,paragraph_2,kg_2
62,"Pyroquilon increases the efficacy of fluindione, clorindione, and diphenadione. Radicicol increases the efficacy of phenindione and has targets in mitogen-activated protein kinase kinase kinase 5 and serine/threonine-protein kinase 3. Fluindione, in turn, increases the efficacy of radicicol and nikkomycin z while decreasing the efficacy of ulipristal. Diphenadione increases the efficacy of quinine and teriflunomide but decreases the efficacy of azathioprine. Nikkomycin z increases the efficacy of 4-hydroxycoumarin and ethyl biscoumacetate, with targets in Homo sapiens. Clorindione decreases the efficacy of ubidecarenone and protein s human, but increases the efficacy of basifungin.","[[""Pyroquilon"", ""increases_efficacy_of"", ""fluindione""], [""Pyroquilon"", ""increases_efficacy_of"", ""clorindione""], [""Pyroquilon"", ""increases_efficacy_of"", ""diphenadione""], [""Radicicol"", ""increases_efficacy_of"", ""phenindione""], [""Radicicol"", ""has_targets_in"", ""mitogen-activated_protein_kinase_kinase_kinase_5""], [""Radicicol"", ""has_targets_in"", ""serine/threonine-protein_kinase_3""], [""Fluindione"", ""increases_efficacy_of"", ""radicicol""], [""Fluindione"", ""increases_efficacy_of"", ""nikkomycin_z""], [""Fluindione"", ""decreases_efficacy_of"", ""ulipristal""], [""Diphenadione"", ""increases_efficacy_of"", ""quinine""], [""Diphenadione"", ""increases_efficacy_of"", ""teriflunomide""], [""Diphenadione"", ""decreases_efficacy_of"", ""azathioprine""], [""Nikkomycin_z"", ""increases_efficacy_of"", ""4-hydroxycoumarin""], [""Nikkomycin_z"", ""increases_efficacy_of"", ""ethyl_biscoumacetate""], [""Nikkomycin_z"", ""has_targets_in"", ""Homo_sapiens""], [""Clorindione"", ""decreases_efficacy_of"", ""ubidecarenone""], [""Clorindione"", ""decreases_efficacy_of"", ""protein_s_human""], [""Clorindione"", ""increases_efficacy_of"", ""basifungin""]]","Pyroquilon increases the efficacy of fluindione, clorindione, and diphenadione. Radicicol increases the efficacy of phenindione and targets mitogen-activated protein kinase kinase kinase 5 as well as serine/threonine-protein kinase 3. Fluindione increases the efficacy of radicicol but decreases the efficacy of ulipristal and increases the efficacy of nikkomycin Z. Diphenadione increases the efficacy of quinine and teriflunomide but decreases the efficacy of azathioprine. Nikkomycin Z increases the efficacy of 4-hydroxycoumarin, ethyl biscoumacetate, and targets Homo sapiens. Clorindione decreases the efficacy of ubidecarenone and protein S human but increases the efficacy of basifungin.","[[""Pyroquilon"", ""increases_efficacy_of"", ""fluindione""], [""Pyroquilon"", ""increases_efficacy_of"", ""clorindione""], [""Pyroquilon"", ""increases_efficacy_of"", ""diphenadione""], [""Radicicol"", ""increases_efficacy_of"", ""phenindione""], [""Radicicol"", ""targets"", ""mitogen-activated_protein_kinase_kinase_kinase_5""], [""Radicicol"", ""targets"", ""serine/threonine-protein_kinase_3""], [""Fluindione"", ""increases_efficacy_of"", ""radicicol""], [""Fluindione"", ""increases_efficacy_of"", ""nikkomycin_Z""], [""Fluindione"", ""decreases_efficacy_of"", ""ulipristal""], [""Diphenadione"", ""increases_efficacy_of"", ""quinine""], [""Diphenadione"", ""increases_efficacy_of"", ""teriflunomide""], [""Diphenadione"", ""decreases_efficacy_of"", ""azathioprine""], [""Nikkomycin_Z"", ""increases_efficacy_of"", ""4-hydroxycoumarin""], [""Nikkomycin_Z"", ""increases_efficacy_of"", ""ethyl_biscoumacetate""], [""Nikkomycin_Z"", ""targets"", ""Homo_sapiens""], [""Clorindione"", ""decreases_efficacy_of"", ""ubidecarenone""], [""Clorindione"", ""decreases_efficacy_of"", ""protein_S_human""], [""Clorindione"", ""increases_efficacy_of"", ""basifungin""]]"
63,"Natalizumab has the ability to increase the effect of myelosuppression. Conversely, natalizumab is known to decrease the efficacy of Pev3a and the typhoid vaccine. Pev3a, in turn, decreases the efficacy of etoposide, cortisone, and deucravacitinib. Furthermore, the typhoid vaccine decreases the efficacy of amphotericin B, palbociclib, and hygromycin B. Lastly, amphotericin B reduces the efficacy of tiagabine, zaleplon, and delorazepam.","[[""Natalizumab"", ""increases_effect_of"", ""myelosuppression""], [""Natalizumab"", ""decreases_efficacy_of"", ""Pev3a""], [""Natalizumab"", ""decreases_efficacy_of"", ""typhoid_vaccine""], [""Pev3a"", ""decreases_efficacy_of"", ""etoposide""], [""Pev3a"", ""decreases_efficacy_of"", ""cortisone""], [""Pev3a"", ""decreases_efficacy_of"", ""deucravacitinib""], [""typhoid_vaccine"", ""decreases_efficacy_of"", ""amphotericin_B""], [""typhoid_vaccine"", ""decreases_efficacy_of"", ""palbociclib""], [""typhoid_vaccine"", ""decreases_efficacy_of"", ""hygromycin_B""], [""amphotericin_B"", ""reduces_efficacy_of"", ""tiagabine""], [""amphotericin_B"", ""reduces_efficacy_of"", ""zaleplon""], [""amphotericin_B"", ""reduces_efficacy_of"", ""delorazepam""]]","The drug Natalizumab decreases the efficacy of Pev3a, Typhoid vaccine, and causes a decrease in the effect of myelosuppression. Pev3a, in turn, decreases the efficacy of Etoposide, Cortisone, and Deucravacitinib. Typhoid vaccine decreases the efficacy of Amphotericin B, Palbociclib, and Hygromycin B. Amphotericin B decreases the efficacy of Tiagabine, Zaleplon, and Delorazepam.","[[""Natalizumab"", ""decreases_efficacy_of"", ""Pev3a""], [""Natalizumab"", ""decreases_efficacy_of"", ""Typhoid_vaccine""], [""Natalizumab"", ""decreases_effect_of"", ""myelosuppression""], [""Pev3a"", ""decreases_efficacy_of"", ""Etoposide""], [""Pev3a"", ""decreases_efficacy_of"", ""Cortisone""], [""Pev3a"", ""decreases_efficacy_of"", ""Deucravacitinib""], [""Typhoid_vaccine"", ""decreases_efficacy_of"", ""Amphotericin_B""], [""Typhoid_vaccine"", ""decreases_efficacy_of"", ""Palbociclib""], [""Typhoid_vaccine"", ""decreases_efficacy_of"", ""Hygromycin_B""], [""Amphotericin_B"", ""decreases_efficacy_of"", ""Tiagabine""], [""Amphotericin_B"", ""decreases_efficacy_of"", ""Zaleplon""], [""Amphotericin_B"", ""decreases_efficacy_of"", ""Delorazepam""]]"
64,"The drug pomalidomide increases the activity of the myelosuppressive activities and enhances the effect on infection. Furthermore, interferon alfa-n3 boosts the neutropenic activities but reduces the efficacy of hepatitis b vaccine (recombinant) and allogeneic processed thymus tissue. Additionally, allogeneic processed thymus tissue diminishes the efficacy of belimumab, pomalidomide, and pirarubicin. Lastly, hepatitis b vaccine (recombinant) weakens the efficacy of raltitrexed, triptolide, and inolimomab, while pirarubicin hampers the efficacy of modified vaccinia ankara.","[[""pomalidomide"", ""increases"", ""myelosuppressive_activities""], [""pomalidomide"", ""enhances"", ""infection""], [""interferon_alfa-n3"", ""boosts"", ""neutropenic_activities""], [""interferon_alfa-n3"", ""reduces"", ""hepatitis_b_vaccine_(recombinant)""], [""interferon_alfa-n3"", ""reduces"", ""allogeneic_processed_thymus_tissue""], [""allogeneic_processed_thymus_tissue"", ""diminishes"", ""belimumab""], [""allogeneic_processed_thymus_tissue"", ""diminishes"", ""pomalidomide""], [""allogeneic_processed_thymus_tissue"", ""diminishes"", ""pirarubicin""], [""hepatitis_b_vaccine_(recombinant)"", ""weakens"", ""raltitrexed""], [""hepatitis_b_vaccine_(recombinant)"", ""weakens"", ""triptolide""], [""hepatitis_b_vaccine_(recombinant)"", ""weakens"", ""inolimomab""], [""pirarubicin"", ""hampers"", ""modified_vaccinia_ankara""]]","The drug pomalidomide increases the effect of infection and decreases the activity of the myelosuppressive activities. Interferon alfa-n3 increases the activity of the neutropenic activities but decreases the efficacy of hepatitis b vaccine (recombinant), as well as allogeneic processed thymus tissue. Allogeneic processed thymus tissue decreases the efficacy of belimumab, pomalidomide, and pirarubicin. Additionally, hepatitis b vaccine (recombinant) decreases the efficacy of raltitrexed, triptolide, and inolimomab. Lastly, pirarubicin decreases the efficacy of modified vaccinia ankara.","[[""pomalidomide"", ""increases"", ""infection""], [""pomalidomide"", ""decreases"", ""myelosuppressive_activities""], [""interferon_alfa-n3"", ""increases"", ""neutropenic_activities""], [""interferon_alfa-n3"", ""decreases"", ""hepatitis_b_vaccine_(recombinant)""], [""interferon_alfa-n3"", ""decreases"", ""allogeneic_processed_thymus_tissue""], [""allogeneic_processed_thymus_tissue"", ""decreases"", ""belimumab""], [""allogeneic_processed_thymus_tissue"", ""decreases"", ""pomalidomide""], [""allogeneic_processed_thymus_tissue"", ""decreases"", ""pirarubicin""], [""hepatitis_b_vaccine_(recombinant)"", ""decreases"", ""raltitrexed""], [""hepatitis_b_vaccine_(recombinant)"", ""decreases"", ""triptolide""], [""hepatitis_b_vaccine_(recombinant)"", ""decreases"", ""inolimomab""], [""pirarubicin"", ""decreases"", ""modified_vaccinia_ankara""]]"
65,"Cyproheptadine increases the effect of bradycardia, but decreases the efficacy of sodium phosphate and macimorelin. On the other hand, indalpine has an effect on serotonin syndrome and increases the effect of neuropsychiatric effects, while decreasing the efficacy of cyproheptadine.","[[""Cyproheptadine"", ""increases_effect_of"", ""bradycardia""], [""Cyproheptadine"", ""decreases_efficacy_of"", ""sodium_phosphate""], [""Cyproheptadine"", ""decreases_efficacy_of"", ""macimorelin""], [""Indalpine"", ""has_effect_on"", ""serotonin_syndrome""], [""Indalpine"", ""increases_effect_of"", ""neuropsychiatric_effects""], [""Indalpine"", ""decreases_efficacy_of"", ""cyproheptadine""]]","The drug cyproheptadine decreases the efficacy of both sodium phosphate and macimorelin, and also reduces the effect of bradycardia. On the other hand, indalpine has the effect of causing serotonin syndrome, increases the effects of neuropsychiatric effects, and decreases the efficacy of cyproheptadine.","[[""Cyproheptadine"", ""decreases_efficacy_of"", ""sodium_phosphate""], [""Cyproheptadine"", ""decreases_efficacy_of"", ""macimorelin""], [""Cyproheptadine"", ""reduces_effect_of"", ""bradycardia""], [""Indalpine"", ""causes"", ""serotonin_syndrome""], [""Indalpine"", ""increases_effects_of"", ""neuropsychiatric_effects""], [""Indalpine"", ""decreases_efficacy_of"", ""cyproheptadine""]]"
66,"Nikkomycin Z increases the efficacy of ethyl biscoumacetate, tioclomarol, and (s)-warfarin. (s)-Warfarin in turn increases the efficacy of pentamidine but decreases the efficacy of catridecacog. It also increases the efficacy of pipemidic acid. Emicizumab decreases the efficacy of ticagrelor. Ethyl biscoumacetate increases the efficacy of tolbutamide and paclitaxel but decreases the efficacy of emicizumab. Tioclomarol increases the efficacy of isavuconazonium but decreases the efficacy of fibrinogen human and susoctocog alfa.","[[""Nikkomycin_Z"", ""increases_efficacy_of"", ""ethyl_biscoumacetate""], [""Nikkomycin_Z"", ""increases_efficacy_of"", ""(s)-warfarin""], [""Nikkomycin_Z"", ""increases_efficacy_of"", ""tioclomarol""], [""(s)-warfarin"", ""increases_efficacy_of"", ""pentamidine""], [""(s)-warfarin"", ""decreases_efficacy_of"", ""catridecacog""], [""(s)-warfarin"", ""increases_efficacy_of"", ""pipemidic_acid""], [""Emicizumab"", ""decreases_efficacy_of"", ""ticagrelor""], [""ethyl_biscoumacetate"", ""increases_efficacy_of"", ""tolbutamide""], [""ethyl_biscoumacetate"", ""increases_efficacy_of"", ""paclitaxel""], [""ethyl_biscoumacetate"", ""decreases_efficacy_of"", ""emicizumab""], [""tioclomarol"", ""increases_efficacy_of"", ""isavuconazonium""], [""tioclomarol"", ""decreases_efficacy_of"", ""fibrinogen_human""], [""tioclomarol"", ""decreases_efficacy_of"", ""suscotocog_alfa""]]","Nikkomycin Z is known to increase the efficacy of Ethyl Biscoumacetate, Tioclomarol, and (S)-Warfarin. (S)-Warfarin, in turn, increases the efficacy of Pentamidine but decreases the efficacy of Catridecacog. Additionally, (S)-Warfarin also increases the efficacy of Pipemidic Acid. Emicizumab has been shown to decrease the efficacy of Ticagrelor. Ethyl Biscoumacetate increases the efficacy of Tolbutamide and Paclitaxel but decreases the efficacy of Emicizumab. Tioclomarol increases the efficacy of Isavuconazonium but decreases the efficacy of Fibrinogen Human and Susoctocog Alfa.","[[""Nikkomycin_Z"", ""increases_efficacy_of"", ""Ethyl_Biscoumacetate""], [""Nikkomycin_Z"", ""increases_efficacy_of"", ""(S)-Warfarin""], [""Nikkomycin_Z"", ""increases_efficacy_of"", ""Tioclomarol""], [""(S)-Warfarin"", ""increases_efficacy_of"", ""Pentamidine""], [""(S)-Warfarin"", ""decreases_efficacy_of"", ""Catridecacog""], [""(S)-Warfarin"", ""increases_efficacy_of"", ""Pipemidic_Acid""], [""Emicizumab"", ""decreases_efficacy_of"", ""Ticagrelor""], [""Ethyl_Biscoumacetate"", ""increases_efficacy_of"", ""Tolbutamide""], [""Ethyl_Biscoumacetate"", ""increases_efficacy_of"", ""Paclitaxel""], [""Ethyl_Biscoumacetate"", ""decreases_efficacy_of"", ""Emicizumab""], [""Tioclomarol"", ""increases_efficacy_of"", ""Isavuconazonium""], [""Tioclomarol"", ""decreases_efficacy_of"", ""Fibrinogen_Human""], [""Tioclomarol"", ""decreases_efficacy_of"", ""Suscotocog_Alfa""]]"
67,"Oxyphenisatin acetate decreases the efficacy of olanzapine, carfentanil, and tetrandrine. Pregabalin increases the efficacy of pizotifen but has side effects including deafness and proctalgia. Heptabarbital both increases the efficacy of pregabalin and decreases the efficacy of dehydrocholic acid and oxyphenisatin acetate. Tetrandrine targets nci-h522. Olanzapine decreases the efficacy of formoterol and has side effects such as faecalith and increased blood creatine phosphokinase. Dehydrocholic acid decreases the efficacy of talbutal and mepenzolate.","[[""Oxyphenisatin_acetate"", ""decreases_efficacy_of"", ""Olanzapine""], [""Oxyphenisatin_acetate"", ""decreases_efficacy_of"", ""Carfentanil""], [""Oxyphenisatin_acetate"", ""decreases_efficacy_of"", ""Tetrandrine""], [""Pregabalin"", ""increases_efficacy_of"", ""Pizotifen""], [""Pregabalin"", ""has_side_effect"", ""Deafness""], [""Pregabalin"", ""has_side_effect"", ""Proctalgia""], [""Heptabarbital"", ""increases_efficacy_of"", ""Pregabalin""], [""Heptabarbital"", ""decreases_efficacy_of"", ""Dehydrocholic_acid""], [""Heptabarbital"", ""decreases_efficacy_of"", ""Oxyphenisatin_acetate""], [""Tetrandrine"", ""targets"", ""Nci-h522""], [""Olanzapine"", ""decreases_efficacy_of"", ""Formoterol""], [""Olanzapine"", ""has_side_effect"", ""Faecalith""], [""Olanzapine"", ""has_side_effect"", ""Increased_blood_creatine_phosphokinase""], [""Dehydrocholic_acid"", ""decreases_efficacy_of"", ""Talbutal""], [""Dehydrocholic_acid"", ""decreases_efficacy_of"", ""Mepenzolate""]]","Oxyphenisatin acetate decreases the efficacy of olanzapine, carfentanil, and tetrandrine. Pregabalin increases the efficacy of pizotifen but has side effects such as deafness and proctalgia. Heptabarbital both increases the efficacy of pregabalin and decreases the efficacy of dehydrocholic acid and oxyphenisatin acetate. Tetrandrine targets nci-h522. Olanzapine reduces the efficacy of formoterol and has side effects like faecalith and increased blood creatine phosphokinase. Dehydrocholic acid decreases the efficacy of talbutal and mepenzolate.","[[""Oxyphenisatin_acetate"", ""decreases_efficacy_of"", ""Olanzapine""], [""Oxyphenisatin_acetate"", ""decreases_efficacy_of"", ""Carfentanil""], [""Oxyphenisatin_acetate"", ""decreases_efficacy_of"", ""Tetrandrine""], [""Pregabalin"", ""increases_efficacy_of"", ""Pizotifen""], [""Pregabalin"", ""has_side_effect"", ""Deafness""], [""Pregabalin"", ""has_side_effect"", ""Proctalgia""], [""Heptabarbital"", ""increases_efficacy_of"", ""Pregabalin""], [""Heptabarbital"", ""decreases_efficacy_of"", ""Dehydrocholic_acid""], [""Heptabarbital"", ""decreases_efficacy_of"", ""Oxyphenisatin_acetate""], [""Tetrandrine"", ""targets"", ""Nci-h522""], [""Olanzapine"", ""reduces_efficacy_of"", ""Formoterol""], [""Olanzapine"", ""has_side_effect"", ""Faecalith""], [""Olanzapine"", ""has_side_effect"", ""Increased_blood_creatine_phosphokinase""], [""Dehydrocholic_acid"", ""decreases_efficacy_of"", ""Talbutal""], [""Dehydrocholic_acid"", ""decreases_efficacy_of"", ""Mepenzolate""]]"68,"Tositumomab increases the effect of methemoglobinemia while decreasing the efficacy of the rotavirus vaccine, typhoid vi polysaccharide vaccine. Clobetasol propionate increases the activity of the excretion rate. Typhoid vi polysaccharide vaccine decreases the efficacy of clobetasol propionate, sunitinib, and inebilizumab. Rotavirus vaccine decreases the efficacy of glatiramer, human interferon omega-1, and meprednisone.","[[""Tositumomab"", ""increases_effect_of"", ""methemoglobinemia""], [""Tositumomab"", ""decreases_efficacy_of"", ""rotavirus_vaccine""], [""Tositumomab"", ""decreases_efficacy_of"", ""typhoid_vi_polysaccharide_vaccine""], [""Clobetasol_propionate"", ""increases_activity_of"", ""excretion_rate""], [""Typhoid_vi_polysaccharide_vaccine"", ""decreases_efficacy_of"", ""clobetasol_propionate""], [""Typhoid_vi_polysaccharide_vaccine"", ""decreases_efficacy_of"", ""sunitinib""], [""Typhoid_vi_polysaccharide_vaccine"", ""decreases_efficacy_of"", ""inebilizumab""], [""Rotavirus_vaccine"", ""decreases_efficacy_of"", ""glatiramer""], [""Rotavirus_vaccine"", ""decreases_efficacy_of"", ""human_interferon_omega-1""], [""Rotavirus_vaccine"", ""decreases_efficacy_of"", ""meprednisone""]]","Tositumomab increases the risk of methemoglobinemia and decreases the efficacy of rotavirus vaccine and typhoid VI polysaccharide vaccine. Clobetasol propionate increases the activity of the excretion rate. Typhoid VI polysaccharide vaccine decreases the efficacy of clobetasol propionate, sunitinib, and inebilizumab. Rotavirus vaccine decreases the efficacy of glatiramer, human interferon omega-1, and meprednisone.","[[""Tositumomab"", ""increases_risk_of"", ""methemoglobinemia""], [""Tositumomab"", ""decreases_efficacy_of"", ""rotavirus_vaccine""], [""Tositumomab"", ""decreases_efficacy_of"", ""typhoid_VI_polysaccharide_vaccine""], [""Clobetasol_propionate"", ""increases_activity_of"", ""excretion_rate""], [""Typhoid_VI_polysaccharide_vaccine"", ""decreases_efficacy_of"", ""clobetasol_propionate""], [""Typhoid_VI_polysaccharide_vaccine"", ""decreases_efficacy_of"", ""sunitinib""], [""Typhoid_VI_polysaccharide_vaccine"", ""decreases_efficacy_of"", ""inebilizumab""], [""Rotavirus_vaccine"", ""decreases_efficacy_of"", ""glatiramer""], [""Rotavirus_vaccine"", ""decreases_efficacy_of"", ""human_interferon_omega-1""], [""Rotavirus_vaccine"", ""decreases_efficacy_of"", ""meprednisone""]]"
69,"Retinitis pigmentosa is associated with the phenotypes of constriction of peripheral visual field, hyperreflexia, and type II diabetes mellitus. DHDDS is known to cause conditions such as retinitis pigmentosa 59, non-specific early-onset epileptic encephalopathy, and retinitis pigmentosa. Retinitis pigmentosa 59 presents phenotypes including axial hypotonia, intrauterine growth retardation, and cryptorchidism. Non-specific early-onset epileptic encephalopathy is characterized by phenotypes like involuntary movements, brain atrophy, and status epilepticus.","[[""Retinitis_pigmentosa"", ""associated_with"", ""constriction_of_peripheral_visual_field""], [""Retinitis_pigmentosa"", ""associated_with"", ""hyperreflexia""], [""Retinitis_pigmentosa"", ""associated_with"", ""type_II_diabetes_mellitus""], [""DHDDS"", ""causes"", ""Retinitis_pigmentosa_59""], [""DHDDS"", ""causes"", ""non-specific_early-onset_epileptic_encephalopathy""], [""DHDDS"", ""causes"", ""Retinitis_pigmentosa""], [""Retinitis_pigmentosa_59"", ""presents"", ""axial_hypotonia""], [""Retinitis_pigmentosa_59"", ""presents"", ""intrauterine_growth_retardation""], [""Retinitis_pigmentosa_59"", ""presents"", ""cryptorchidism""], [""Non-specific_early-onset_epileptic_encephalopathy"", ""characterized_by"", ""involuntary_movements""], [""Non-specific_early-onset_epileptic_encephalopathy"", ""characterized_by"", ""brain_atrophy""], [""Non-specific_early-onset_epileptic_encephalopathy"", ""characterized_by"", ""status_epilepticus""]]","The condition retinitis pigmentosa is associated with several phenotypes including constriction of peripheral visual field, hyperreflexia, and type II diabetes mellitus. Additionally, the gene DHDDS is known to cause non-specific early-onset epileptic encephalopathy. On the other hand, the specific subtype retinitis pigmentosa 59 presents phenotypes such as axial hypotonia, intrauterine growth retardation, and cryptorchidism. The condition non-specific early-onset epileptic encephalopathy is characterized by phenotypes like involuntary movements, brain atrophy, and status epilepticus.","[[""Retinitis_pigmentosa"", ""associated_with"", ""constriction_of_peripheral_visual_field""], [""Retinitis_pigmentosa"", ""associated_with"", ""hyperreflexia""], [""Retinitis_pigmentosa"", ""associated_with"", ""type_II_diabetes_mellitus""], [""DHDDS"", ""causes"", ""non-specific_early-onset_epileptic_encephalopathy""], [""Retinitis_pigmentosa_59"", ""presents"", ""axial_hypotonia""], [""Retinitis_pigmentosa_59"", ""presents"", ""intrauterine_growth_retardation""], [""Retinitis_pigmentosa_59"", ""presents"", ""cryptorchidism""], [""Non-specific_early-onset_epileptic_encephalopathy"", ""characterized_by"", ""involuntary_movements""], [""Non-specific_early-onset_epileptic_encephalopathy"", ""characterized_by"", ""brain_atrophy""], [""Non-specific_early-onset_epileptic_encephalopathy"", ""characterized_by"", ""status_epilepticus""]]"
70,"The drug obinutuzumab increases the activity of the myelosuppressive activities. 
Obinutuzumab decreases the efficacy of pev3a and typhoid vi polysaccharide vaccine. 
Typhoid vi polysaccharide vaccine decreases the efficacy of pegaspargase, triamcinolone, and hypericin.","[[""Obinutuzumab"", ""increases"", ""myelosuppressive_activities""], [""Obinutuzumab"", ""decreases"", ""pev3a""], [""Obinutuzumab"", ""decreases"", ""typhoid_vi_polysaccharide_vaccine""], [""Typhoid_vi_polysaccharide_vaccine"", ""decreases"", ""pegaspargase""], [""Typhoid_vi_polysaccharide_vaccine"", ""decreases"", ""triamcinolone""], [""Typhoid_vi_polysaccharide_vaccine"", ""decreases"", ""hypericin""]]","Obinutuzumab increases the activity of the myelosuppressive activities. Additionally, obinutuzumab decreases the efficacy of pev3a, typhoid vi polysaccharide vaccine. The typhoid vi polysaccharide vaccine, in turn, decreases the efficacy of pegaspargase, triamcinolone, and hypericin.","[[""Obinutuzumab"", ""increases"", ""myelosuppressive_activities""], [""Obinutuzumab"", ""decreases"", ""pev3a""], [""Obinutuzumab"", ""decreases"", ""typhoid_vi_polysaccharide_vaccine""], [""Typhoid_vi_polysaccharide_vaccine"", ""decreases"", ""pegaspargase""], [""Typhoid_vi_polysaccharide_vaccine"", ""decreases"", ""triamcinolone""], [""Typhoid_vi_polysaccharide_vaccine"", ""decreases"", ""hypericin""]]"
71,"The gene PLG is involved in several pathways including Signaling by PDGF and Dissolution of Fibrin Clot. PLG also causes a condition known as hypoplasminogenemia. 

Congenital prothrombin deficiency leads to phenotypes such as post-partum hemorrhage and microscopic hematuria. Additionally, F2 causes congenital prothrombin deficiency and participates in G alpha (q) signalling events and Platelet Aggregation (Plug Formation). 

Furthermore, nostocyclopeptide a1 targets various proteins including lovo, plasminogen, and prothrombin. Moreover, plasminogen is a gene product of PLG while prothrombin is a gene product of F2.","[[""PLG"", ""involved_in"", ""Signaling_by_PDGF""], [""PLG"", ""involved_in"", ""Dissolution_of_Fibrin_Clot""], [""PLG"", ""causes"", ""hypoplasminogenemia""], [""Congenital_prothrombin_deficiency"", ""leads_to"", ""post-partum_hemorrhage""], [""Congenital_prothrombin_deficiency"", ""leads_to"", ""microscopic_hematuria""], [""F2"", ""causes"", ""congenital_prothrombin_deficiency""], [""F2"", ""participates_in"", ""G_alpha_(q)_signalling_events""], [""F2"", ""participates_in"", ""Platelet_Aggregation_(Plug_Formation)""], [""nostocyclopeptide_a1"", ""targets"", ""lovo""], [""nostocyclopeptide_a1"", ""targets"", ""plasminogen""], [""nostocyclopeptide_a1"", ""targets"", ""prothrombin""], [""plasminogen"", ""gene_product_of"", ""PLG""], [""prothrombin"", ""gene_product_of"", ""F2""]]",The gene PLG causes hypoplasminogenemia and acts within the Dissolution of Fibrin Clot pathway. Congenital prothrombin deficiency has a phenotype of post-partum hemorrhage. The gene F2 causes congenital prothrombin deficiency and acts within the Platelet Aggregation (Plug Formation) pathway. The compound nostocyclopeptide a1 has a target of lovo.,"[[""PLG"", ""causes"", ""hypoplasminogenemia""], [""PLG"", ""acts_within"", ""Dissolution_of_Fibrin_Clot""], [""Congenital_prothrombin_deficiency"", ""has_phenotype"", ""post-partum_hemorrhage""], [""F2"", ""causes"", ""congenital_prothrombin_deficiency""], [""F2"", ""acts_within"", ""Platelet_Aggregation_(Plug_Formation)""], [""nostocyclopeptide_a1"", ""has_target"", ""lovo""]]"
72,"The drug thiotepa decreases the efficacy of methantheline, methotrimeprazine, and hydrocortisone acetate. Methantheline targets the muscarinic acetylcholine receptor m2 and also decreases the efficacy of dexmethylphenidate and sulfate ion. Hydrocortisone acetate decreases the efficacy of mefloquine, sulpiride, and methanesulfonyl fluoride. Methotrimeprazine decreases the efficacy of tropatepine, taspoglutide, and plantago ovata seed.","[[""thiotepa"", ""decreases_efficacy_of"", ""methantheline""], [""thiotepa"", ""decreases_efficacy_of"", ""methotrimeprazine""], [""thiotepa"", ""decreases_efficacy_of"", ""hydrocortisone_acetate""], [""methantheline"", ""targets"", ""muscarinic_acetylcholine_receptor_m2""], [""methantheline"", ""decreases_efficacy_of"", ""dexmethylphenidate""], [""methantheline"", ""decreases_efficacy_of"", ""sulfate_ion""], [""hydrocortisone_acetate"", ""decreases_efficacy_of"", ""mefloquine""], [""hydrocortisone_acetate"", ""decreases_efficacy_of"", ""sulpiride""], [""hydrocortisone_acetate"", ""decreases_efficacy_of"", ""methanesulfonyl_fluoride""], [""methotrimeprazine"", ""decreases_efficacy_of"", ""tropatepine""], [""methotrimeprazine"", ""decreases_efficacy_of"", ""taspoglutide""], [""methotrimeprazine"", ""decreases_efficacy_of"", ""plantago_ovata_seed""]]","Thiotepa decreases the efficacy of methantheline, methotrimeprazine, and hydrocortisone acetate. Methantheline targets the muscarinic acetylcholine receptor m2 and also decreases the efficacy of dexmethylphenidate. Hydrocortisone acetate decreases the efficacy of sulpiride and methanesulfonyl fluoride. Methotrimeprazine decreases the efficacy of taspoglutide.","[[""thiotepa"", ""decreases_efficacy_of"", ""methantheline""], [""thiotepa"", ""decreases_efficacy_of"", ""methotrimeprazine""], [""thiotepa"", ""decreases_efficacy_of"", ""hydrocortisone_acetate""], [""methantheline"", ""targets"", ""muscarinic_acetylcholine_receptor_m2""], [""methantheline"", ""decreases_efficacy_of"", ""dexmethylphenidate""], [""hydrocortisone_acetate"", ""decreases_efficacy_of"", ""sulpiride""], [""hydrocortisone_acetate"", ""decreases_efficacy_of"", ""methanesulfonyl_fluoride""], [""methotrimeprazine"", ""decreases_efficacy_of"", ""taspoglutide""]]"
