id,paragraph_1,paragraph_2,kg_1,kg_2,snea_bert_similarity
318,"justices said that the constitution allows the government to administer drugs only "" in limited circumstances . ""","in a 6-3 ruling , the justices said such anti-psychotic drugs can be used only in "" limited circumstances . ""","[[""justices"", ""said"", ""constitution_allows_government_to_administer_drugs""], [""constitution_allows_government_to_administer_drugs"", ""in_circumstances"", ""limited_circumstances""]]","[[""justices"", ""said"", ""anti-psychotic_drugs_can_be_used""], [""anti-psychotic_drugs_can_be_used"", ""in_circumstances"", ""limited_circumstances""], [""justices"", ""made_ruling"", ""6-3_ruling""]]",0.49917843007960616
319,"unfortunately , others separate on the basis of accumulated hatred .",on others who are unfortunately in the reason of a vengeance gained .,"[[""others"", ""separate_on_basis_of"", ""accumulated_hatred""]]","[[""others"", ""in_reason_of"", ""vengeance""]]",0.3156731828441937
320,a cat is eating some corn .,a cat is eating corn on the cob .,"[[""cat"", ""eating"", ""corn""]]","[[""cat"", ""eating"", ""corn_on_the_cob""]]",0.949353381933017
321,"the fishermen are inactive , tired and disappointed .","the fishermen are inactive , tired and disappointed .","[[""fishermen"", ""are"", ""inactive""], [""fishermen"", ""are"", ""tired""], [""fishermen"", ""are"", ""disappointed""]]","[[""fishermen"", ""are"", ""inactive""], [""fishermen"", ""are"", ""tired""], [""fishermen"", ""are"", ""disappointed""]]",1.0
322,"the bottom line is that when interest rates rise , asset values will fall .","essence , it is that when interest rates go up , the values of the credit fall .","[[""interest_rates"", ""rise"", ""asset_values_fall""], [""asset_values"", ""fall_when"", ""interest_rates_rise""]]","[[""interest_rates"", ""go_up"", ""credit_values_fall""], [""credit_values"", ""fall_when"", ""interest_rates_go_up""]]",0.7846474082310959
323,make a line or marks on a surface ; copy by following the lines of,make a mark or lines on a surface .,"[[""action"", ""performed_on"", ""surface""], [""action"", ""results_in"", ""line_or_marks""], [""action"", ""described_as"", ""copy_by_following_lines""]]","[[""action"", ""performed_on"", ""surface""], [""action"", ""results_in"", ""mark_or_lines""]]",0.7772146655512724
324,the european union has got to do something and do it quickly .,"it is right that the european union is involved , and for this to be done quickly .","[[""European_Union"", ""needs_to_act"", ""quickly""]]","[[""European_Union"", ""is_involved"", ""True""], [""European_Union"", ""needs_to_act"", ""quickly""]]",0.9999999995608649
325,"st. paul chairman and chief executive jay s. fishman , 51 , will be ceo of the combined company .","jay fishman , 51 , chairman and chief executive of st paul , will be chief executive of the combined company .","[[""Jay_S._Fishman"", ""age"", ""51""], [""Jay_S._Fishman"", ""occupation"", ""chairman""], [""Jay_S._Fishman"", ""occupation"", ""chief_executive""], [""Jay_S._Fishman"", ""works_at"", ""St._Paul""], [""Jay_S._Fishman"", ""will_be"", ""CEO_of_combined_company""]]","[[""Jay_Fishman"", ""age"", ""51""], [""Jay_Fishman"", ""occupation"", ""chairman""], [""Jay_Fishman"", ""occupation"", ""chief_executive""], [""Jay_Fishman"", ""works_at"", ""St_Paul""], [""Jay_Fishman"", ""will_be"", ""chief_executive_of_combined_company""]]",0.9908306543255267
326,a caress with the lips,the act of caressing with the lips ( or an instance thereof ) .,"[[""a_caress"", ""performed_with"", ""lips""]]","[[""the_act_of_caressing"", ""performed_with"", ""lips""], [""the_act_of_caressing"", ""instance_of"", ""caressing""]]",0.9563398892850064
327,being a muslim and being an islamist are not the same thing .,to be muslim and islamiste are two different things .,"[[""being_muslim"", ""not_same_as"", ""being_islamist""]]","[[""being_muslim"", ""different_from"", ""being_islamiste""]]",0.9625030739639342
328,a cat is trying to touch a dog .,the cat teased the dog by touching his head .,"[[""cat"", ""trying_to_touch"", ""dog""]]","[[""cat"", ""teased"", ""dog""], [""cat"", ""touched"", ""dog""], [""dog"", ""has"", ""head""], [""cat"", ""touched"", ""head""]]",0.9390401512838649
329,two puppies are playing with each other .,some men are playing soccer .,"[[""puppy1"", ""playing_with"", ""puppy2""]]",[],0.0
330,compress out of shape or into small pieces,"become injured , broken , or distorted by pressure .","[[""object"", ""can_be"", ""compressed""], [""compression"", ""can_result_in"", ""out_of_shape""], [""compression"", ""can_result_in"", ""small_pieces""]]","[[""object"", ""can_become"", ""injured""], [""object"", ""can_become"", ""broken""], [""object"", ""can_become"", ""distorted""], [""injury"", ""can_be_caused_by"", ""pressure""], [""breakage"", ""can_be_caused_by"", ""pressure""], [""distortion"", ""can_be_caused_by"", ""pressure""]]",0.2874663355269638
331,a man is walking slowly across a rope bridge .,a boy is walking across a bridge .,"[[""man"", ""walking_across"", ""rope_bridge""], [""rope_bridge"", ""being_crossed_by"", ""man""]]","[[""boy"", ""walking_across"", ""bridge""], [""bridge"", ""being_crossed_by"", ""boy""]]",0.6326737810943368
332,"a new castle county woman has become the first delaware patient to contract the west nile virus this year , the state 's department of health reported .","a 62-year-old west babylon man has contracted the west nile virus , the first human case in suffolk county this year , according to the county health department .","[[""New_Castle_County_Woman"", ""contracted"", ""West_Nile_Virus""], [""New_Castle_County_Woman"", ""resident_of"", ""Delaware""], [""Delaware_Department_of_Health"", ""reported"", ""West_Nile_Virus_case""], [""New_Castle_County_Woman"", ""first_patient"", ""Delaware""], [""West_Nile_Virus"", ""found_in"", ""Delaware""]]","[[""West_Babylon_Man"", ""contracted"", ""West_Nile_Virus""], [""West_Babylon_Man"", ""age"", ""62""], [""West_Babylon_Man"", ""resident_of"", ""Suffolk_County""], [""Suffolk_County_Health_Department"", ""reported"", ""West_Nile_Virus_case""], [""West_Babylon_Man"", ""first_human_case"", ""Suffolk_County""]]",0.421805997028624
333,the woman picked up the kangaroo .,a woman picks up a baby kangaroo .,"[[""woman"", ""picked_up"", ""kangaroo""]]","[[""woman"", ""picks_up"", ""baby_kangaroo""]]",0.9425025851837666
334,a physical portion of all or part of a natural object that is collected and preserved as an example of its class or total .,all or part of a natural object that is collected and preserved as an example of its class .,"[[""physical_portion"", ""part_of"", ""natural_object""], [""physical_portion"", ""collected_as"", ""example""], [""physical_portion"", ""preserved_as"", ""example""], [""example"", ""representing"", ""class""], [""example"", ""representing"", ""total""]]","[[""natural_object"", ""collected_as"", ""example""], [""natural_object"", ""preserved_as"", ""example""], [""example"", ""representing"", ""class""]]",0.5167990808815147
335,a person is slicing onions .,a person is peeling an onion .,"[[""person"", ""is_slicing"", ""onions""]]","[[""person"", ""is_peeling"", ""onion""]]",0.9176120668242587
336,the dead woman was also wearing a ring and a cartier watch .,""" it 's a blond-haired woman wearing a cartier watch on her wrist , "" the source said .","[[""dead_woman"", ""wearing"", ""ring""], [""dead_woman"", ""wearing"", ""Cartier_watch""]]","[[""blond-haired_woman"", ""wearing"", ""Cartier_watch""], [""Cartier_watch"", ""located_on"", ""wrist""]]",0.5441181097221761
337,"the 30-year bond us30yt = rr jumped 20 / 32 , taking its yield to 4.14 percent from 4.18 percent .",the 30-year bond us30yt = rr dipped 14 / 32 for a yield of 4.26 percent from 4.23 percent .,"[[""us30yt"", ""type"", ""30-year_bond""], [""us30yt"", ""changed_by"", ""20/32""], [""us30yt"", ""initial_yield"", ""4.18_percent""], [""us30yt"", ""final_yield"", ""4.14_percent""]]","[[""us30yt"", ""type"", ""30-year_bond""], [""us30yt"", ""changed_by"", ""14/32""], [""us30yt"", ""initial_yield"", ""4.23_percent""], [""us30yt"", ""final_yield"", ""4.26_percent""]]",0.9974234932962258
338,the securities and exchange commission has also initiated an informal probe of coke .,that federal investigation is separate from an informal inquiry by the securities and exchange commission .,"[[""Securities_and_Exchange_Commission"", ""initiated_informal_probe_of"", ""Coke""]]","[[""Federal_investigation"", ""separate_from"", ""informal_inquiry""], [""informal_inquiry"", ""conducted_by"", ""Securities_and_Exchange_Commission""]]",0.32605865759864594
339,"that compares with a profit of $ 1 million , or breakeven , on $ 1.39 billion in revenue during the same period last year .","total revenue for the second quarter was $ 1.48 billion , up 7 % from $ 1.39 billion in the same period last year .","[[""current_period"", ""profit"", ""$1_million""], [""current_period"", ""revenue"", ""$1.39_billion""], [""last_year"", ""profit"", ""breakeven""], [""last_year"", ""revenue"", ""$1.39_billion""], [""current_period"", ""compared_to"", ""last_year""]]","[[""second_quarter"", ""total_revenue"", ""$1.48_billion""], [""second_quarter"", ""revenue_increase"", ""7%""], [""last_year"", ""revenue"", ""$1.39_billion""], [""second_quarter"", ""compared_to"", ""last_year""]]",0.5727724318537358
340,three no votes would kill it for now .,it would take three votes to kill the acc 's expansion .,"[[""three_no_votes"", ""would_kill"", ""it""], [""three_no_votes"", ""time_period"", ""now""]]","[[""three_votes"", ""would_kill"", ""acc_expansion""], [""acc_expansion"", ""type_of"", ""expansion""]]",0.34415167023637494
341,"the broader standard & poor 's 500 index .spx advanced 2 points , or 0.24 percent , to 977 .","the nasdaq composite index .ixic was off 6.52 points , or 0.39 percent , at 1,645.66 .","[[""Standard_&_Poor\""s_500_Index"", ""advanced"", ""2_points""], [""Standard_&_Poor\""s_500_Index"", ""advanced_percentage"", ""0.24_percent""], [""Standard_&_Poor\""s_500_Index"", ""closed_at"", ""977""]]","[[""Nasdaq_Composite_Index"", ""decreased"", ""6.52_points""], [""Nasdaq_Composite_Index"", ""decreased_percentage"", ""0.39_percent""], [""Nasdaq_Composite_Index"", ""closed_at"", ""1645.66""]]",0.3735232375063462
342,angle with a hook and line and draw through water,angle with a hook and line drawn through the water .,"[[""angle"", ""has"", ""hook""], [""angle"", ""has"", ""line""], [""line"", ""drawn_through"", ""water""], [""angle"", ""drawn_through"", ""water""]]","[[""angle"", ""has"", ""hook""], [""angle"", ""has"", ""line""], [""line"", ""drawn_through"", ""water""], [""angle"", ""drawn_through"", ""water""]]",1.0
343,a man is opening a door .,a man is playing a guitar .,"[[""man"", ""is_opening"", ""door""]]","[[""man"", ""is_playing"", ""guitar""]]",0.22309287360954388
344,the polar bear is sliding on the snow .,a polar bear is sliding across the snow .,"[[""polar_bear"", ""sliding_on"", ""snow""]]","[[""polar_bear"", ""sliding_across"", ""snow""]]",0.9940910860615413
345,"flow , as of liquids","reduce or cause to be reduced from a solid to a liquid state , usually by heating .","[[""flow"", ""related_to"", ""liquids""]]","[[""reduce"", ""causes"", ""state_change""], [""state_change"", ""from"", ""solid""], [""state_change"", ""to"", ""liquid""], [""reduce"", ""method"", ""heating""]]",0.5215351597306306
346,it then appointed a task force to formulate the necessary changes in tax and spending policies .,it has appointed a working group responsible for drawing the necessary changes to bring to public expenditure and fiscal policies .,"[[""it"", ""appointed"", ""task_force""], [""task_force"", ""formulate"", ""changes_in_tax_policies""], [""task_force"", ""formulate"", ""changes_in_spending_policies""]]","[[""it"", ""appointed"", ""working_group""], [""working_group"", ""responsible_for"", ""drawing_changes""], [""working_group"", ""drawing_changes_to"", ""public_expenditure""], [""working_group"", ""drawing_changes_to"", ""fiscal_policies""]]",0.494808927074758
347,the woman picked up the kangaroo .,a woman is carrying a kangaroo .,"[[""woman"", ""picked_up"", ""kangaroo""]]","[[""woman"", ""carrying"", ""kangaroo""]]",0.910549404242748
348,measure the depth of a body of water,measure the depth of ( a body of water ) with a sounding line .,"[[""body_of_water"", ""measured_for"", ""depth""]]","[[""body_of_water"", ""measured_for"", ""depth""], [""body_of_water"", ""measured_with"", ""sounding_line""]]",0.9999999995409204
349,the animal is eating .,a woman is dancing .,"[[""animal"", ""is_eating"", ""something""]]","[[""woman"", ""is_dancing"", ""none""]]",0.043441948454285374
350,there must be a balance as a whole .,the whole must be balanced .,"[[""balance"", ""required_for"", ""whole""]]","[[""whole"", ""must_be"", ""balanced""]]",0.49898222288218724
351,a continuous horizontal layer of brick,( construction ) a layer of masonry .,"[[""continuous_horizontal_layer"", ""made_of"", ""brick""]]","[[""layer"", ""type"", ""masonry""]]",0.37807832892708626
352,define ; determine essential qualities of,determine the essential quality of .,[],[],0.0
353,the political stock market,politicization of the securities markets,"[[""political_stock_market"", ""is"", ""market""], [""political_stock_market"", ""related_to"", ""politics""]]","[[""securities_markets"", ""affected_by"", ""politicization""], [""politicization"", ""of"", ""securities_markets""]]",0.4763541665862365
354,the hedgehog chewed on the towel .,a hedgehog is biting at a blanket .,"[[""hedgehog"", ""chewed_on"", ""towel""]]","[[""hedgehog"", ""biting_at"", ""blanket""]]",0.45550601142285774
355,ride ( a bicycle or motorcycle ),ride a motorcycle .,"[[""bicycle"", ""ride"", ""bicycle""], [""motorcycle"", ""ride"", ""motorcycle""]]","[[""motorcycle"", ""ride"", ""motorcycle""]]",0.7975505083949135
356,"dunlap won both the swimsuit competition and the talent portion of the competition , singing "" if i could . ""","she won the talent portion singing "" if i could "" and also won in evening wear .","[[""dunlap"", ""won"", ""swimsuit_competition""], [""dunlap"", ""won"", ""talent_portion""], [""dunlap"", ""performed"", ""singing""], [""dunlap"", ""sang"", ""if_i_could""]]","[[""she"", ""won"", ""talent_portion""], [""she"", ""performed"", ""singing""], [""she"", ""sang"", ""if_i_could""], [""she"", ""won"", ""evening_wear""]]",0.5882984958922131
357,"shares of mandalay closed down eight cents to $ 29.42 , before the earnings were announced .",shares of mandalay closed down 8 cents at $ 29.42 thursday .,"[[""Mandalay"", ""shares_closed_at"", ""29.42""], [""Mandalay"", ""shares_decreased_by"", ""8_cents""]]","[[""Mandalay"", ""shares_closed_at"", ""29.42""], [""Mandalay"", ""shares_decreased_by"", ""8_cents""], [""Mandalay_shares_closed"", ""on_day"", ""Thursday""]]",0.9999999994618768
358,reduce to small pieces by pounding or abrading,reduce to small pieces or particles by pounding or abrading .,"[[""pounding"", ""used_for"", ""reduce_to_small_pieces""], [""abrading"", ""used_for"", ""reduce_to_small_pieces""]]","[[""pounding"", ""used_for"", ""reduce_to_small_pieces""], [""abrading"", ""used_for"", ""reduce_to_small_pieces""], [""pounding_or_abrading"", ""alternative_to"", ""reduce_to_small_particles""]]",0.9999999994423583
359,"between 1993 and 2002 , 142 allegations of sexual assault were reported .","from 1993 to 2002 , there were 142 reported sexual assaults at the academy .","[[""allegations_of_sexual_assault"", ""reported_between"", ""1993""], [""allegations_of_sexual_assault"", ""reported_between"", ""2002""], [""allegations_of_sexual_assault"", ""total_number"", ""142""]]","[[""sexual_assaults"", ""reported_between"", ""1993""], [""sexual_assaults"", ""reported_between"", ""2002""], [""sexual_assaults"", ""total_number"", ""142""], [""sexual_assaults"", ""location"", ""academy""]]",0.9455194916538224
360,emit or cause to emit noise,make a certain noise or sound .,"[[""noise"", ""emit_by"", ""entity""], [""entity"", ""cause_to"", ""noise""], [""entity"", ""emit"", ""noise""]]","[[""sound"", ""made_by"", ""entity""], [""entity"", ""make"", ""certain_noise""], [""entity"", ""produce"", ""sound""]]",0.48936525250850527
361,"under kansas law , it is illegal for children under the age of 16 to have sexual relations .","in the opinion , kline noted that it is illegal for children that young to have sexual relations .","[[""Kansas"", ""has_law"", ""law_against_sexual_relations_under_16""], [""law_against_sexual_relations_under_16"", ""prohibits"", ""sexual_relations""], [""sexual_relations"", ""involves"", ""children_under_16""], [""children_under_16"", ""age_limit"", ""16""]]","[[""Kline"", ""expressed_opinion"", ""opinion_on_sexual_relations""], [""opinion_on_sexual_relations"", ""states"", ""sexual_relations_illegal_for_young_children""], [""sexual_relations_illegal_for_young_children"", ""applies_to"", ""children""], [""children"", ""age_limit"", ""young""]]",0.4877863591828692
362,a man is buttering a piece of bread .,a slow loris hanging on a cord .,"[[""man"", ""is_buttering"", ""piece_of_bread""], [""man"", ""performing_action_on"", ""bread""], [""piece_of_bread"", ""being_buttered_by"", ""man""], [""man"", ""using"", ""butter""]]","[[""slow_loris"", ""hanging_on"", ""cord""], [""cord"", ""supporting"", ""slow_loris""], [""slow_loris"", ""performing_action"", ""hanging""]]",0.07852654805168831
363,the men are playing cricket .,the men are playing basketball .,"[[""men"", ""playing"", ""cricket""]]","[[""men"", ""playing"", ""basketball""]]",0.29457074471650113
364,"there are now 37 active probable cases in the gta , compared with 70 cases on june 6 .","and , globally , the number of active probable cases has declined to 573 .","[[""GTA"", ""has"", ""37_active_probable_cases""], [""37_active_probable_cases"", ""compared_to"", ""70_cases""], [""70_cases"", ""occurred_on"", ""June_6""]]","[[""Globally"", ""has"", ""573_active_probable_cases""], [""Globally"", ""experienced"", ""decline_in_active_probable_cases""]]",0.4102680742464714
366,"barbini 's comments came tuesday , the second day of the ministerial conference and expo on agricultural science and technology .",u.s. agriculture secretary ann veneman kicks off the three-day ministerial conference and expo on agricultural science and technology on monday .,"[[""barbini"", ""made_comments_on"", ""Tuesday""], [""Tuesday"", ""day_of"", ""ministerial_conference_and_expo_on_agricultural_science_and_technology""], [""ministerial_conference_and_expo_on_agricultural_science_and_technology"", ""has_day"", ""2""], [""barbini"", ""commented_during"", ""ministerial_conference_and_expo_on_agricultural_science_and_technology""]]","[[""ann_veneman"", ""occupation"", ""U.S._Agriculture_Secretary""], [""ann_veneman"", ""kicked_off"", ""ministerial_conference_and_expo_on_agricultural_science_and_technology""], [""ministerial_conference_and_expo_on_agricultural_science_and_technology"", ""started_on"", ""Monday""], [""ministerial_conference_and_expo_on_agricultural_science_and_technology"", ""has_duration"", ""3_days""], [""ann_veneman"", ""initiated_on"", ""Monday""]]",0.40771332002984423
367,a stiffener in a garment,( nautical ) brace consisting of a heavy rope or wire cable used as a support for a mast or spar .,"[[""stiffener"", ""located_in"", ""garment""]]","[[""brace"", ""consists_of"", ""heavy_rope""], [""brace"", ""consists_of"", ""wire_cable""], [""brace"", ""used_as"", ""support""], [""support"", ""for"", ""mast""], [""support"", ""for"", ""spar""]]",0.25677985316529434
368,a woman is cutting tofu .,a woman is cutting an onion .,"[[""woman"", ""cutting"", ""tofu""]]","[[""woman"", ""cutting"", ""onion""]]",0.4058383074524641
369,"depict or portray in art , words , or model",create an image or likeness of .,"[[""art"", ""used_for"", ""depict""], [""words"", ""used_for"", ""portray""], [""model"", ""used_for"", ""portray""]]","[[""image"", ""created_of"", ""likeness""], [""create"", ""results_in"", ""image""], [""create"", ""results_in"", ""likeness""]]",0.29051977217002944
370,that provision could open the door wide to arbitrariness .,this point of the regulations opens the door to the arbitrary one .,"[[""provision"", ""could_open"", ""door""], [""door"", ""open_to"", ""arbitrariness""]]","[[""point_of_regulations"", ""opens"", ""door""], [""door"", ""open_to"", ""arbitrary_one""]]",0.35877109457705325
371,he proposed a system under which it would take fewer and fewer votes to overcome a filibuster .,frist proposed a process in which it would take gradually fewer votes to overcome filibusters preventing final votes on judicial confirmations .,"[[""he"", ""proposed"", ""system""], [""system"", ""designed_to"", ""overcome_filibuster""], [""system"", ""characterized_by"", ""fewer_votes""], [""he"", ""suggested"", ""voting_system""]]","[[""frist"", ""proposed"", ""process""], [""process"", ""designed_to"", ""overcome_filibusters""], [""process"", ""characterized_by"", ""fewer_votes""], [""process"", ""applies_to"", ""judicial_confirmations""], [""frist"", ""proposed_process_for"", ""final_votes""]]",0.5720752046710499
372,"fbi agents arrested a former partner of big four accounting firm ernst & young erny.ul on criminal charges of obstructing federal investigations , u.s. officials said on thursday .",a former partner of accountancy firm ernst & young was yesterday arrested by fbi agents in the us on charges of obstructing federal investigations .,"[[""FBI_Agents"", ""arrested"", ""Former_Partner_of_Ernst_&_Young""], [""Former_Partner_of_Ernst_&_Young"", ""former_partner_of"", ""Ernst_&_Young""], [""Former_Partner_of_Ernst_&_Young"", ""charged_with"", ""Obstructing_Federal_Investigations""], [""Obstructing_Federal_Investigations"", ""investigated_by"", ""US_Officials""], [""Arrest"", ""occurred_on"", ""Thursday""]]","[[""FBI_Agents"", ""arrested"", ""Former_Partner_of_Ernst_&_Young""], [""Former_Partner_of_Ernst_&_Young"", ""former_partner_of"", ""Ernst_&_Young""], [""Former_Partner_of_Ernst_&_Young"", ""charged_with"", ""Obstructing_Federal_Investigations""], [""FBI_Agents"", ""located_in"", ""US""], [""Arrest"", ""occurred_on"", ""Yesterday""]]",0.6407166398073512
373,people flip into a swimming pool .,men are falling into a pool .,"[[""people"", ""flip_into"", ""swimming_pool""]]","[[""men"", ""fall_into"", ""pool""]]",0.6145560923081781
374,i am one of those members who attends sittings quite faithfully .,i am one of the members of parliament who are rather present .,"[[""I"", ""member_of"", ""members""], [""I"", ""attend"", ""sittings""]]","[[""I"", ""member_of"", ""members_of_parliament""], [""I"", ""present_at"", ""parliament""]]",0.36593446581017586
375,be the deciding factor in a state of affairs or an outcome,shape or influence ; give direction to .,"[[""deciding_factor"", ""be_in"", ""state_of_affairs""], [""deciding_factor"", ""be_in"", ""outcome""]]","[[""shape_or_influence"", ""give_direction_to"", ""outcome""], [""entity"", ""shape_or_influence"", ""direction""]]",0.4805111123716402
376,a man is lifting weights in a garage .,a man is lifting weights .,"[[""man"", ""located_in"", ""garage""], [""man"", ""action"", ""lifting_weights""]]","[[""man"", ""action"", ""lifting_weights""]]",0.6363427155551744
377,"yesterday , shares closed up 29 cents , or 0.54 percent , at $ 54.32 .","amazon 's shares yesterday closed at $ 54.32 on the nasdaq stock market , up 29 cents .","[[""shares"", ""closed_at"", ""$54.32""], [""shares"", ""increased_by"", ""29_cents""], [""shares"", ""percentage_increase"", ""0.54_percent""], [""shares"", ""closed_on"", ""yesterday""]]","[[""amazon"", ""has_shares"", ""shares""], [""shares"", ""closed_at"", ""$54.32""], [""shares"", ""traded_on"", ""nasdaq_stock_market""], [""shares"", ""increased_by"", ""29_cents""], [""shares"", ""closed_on"", ""yesterday""]]",0.8371045319600989
378,""" it was brazen intimidation to keep people on the reservation , "" said a republican who attended but did not want to be named .",""" it was a brazen attempt at intimidation , "" said a republican legislator who attended the meeting .","[[""Republican"", ""attended"", ""meeting""], [""meeting"", ""location"", ""reservation""], [""Republican"", ""experienced"", ""intimidation""]]","[[""Republican_legislator"", ""attended"", ""meeting""], [""Republican_legislator"", ""witnessed"", ""intimidation""], [""intimidation"", ""characterized_as"", ""brazen_attempt""]]",0.6125528668479708
379,move about in a confused or purposeless manner .,move about in a confused manner .,"[[""move"", ""happens_in"", ""confused_manner""], [""move"", ""happens_in"", ""purposeless_manner""]]","[[""move"", ""happens_in"", ""confused_manner""]]",0.7052538511808294
380,it increases the power of the big countries at the expense of the small countries .,has the effect of increasing the power of the large countries at the expense of the smaller countries .,"[[""big_countries"", ""gain_power_at_expense_of"", ""small_countries""]]","[[""large_countries"", ""gain_power_at_expense_of"", ""smaller_countries""]]",0.9909462735279975
381,"contrary to what peoplesoft management would have you believe , oracle intends to fully support peoplesoft customers and products for many years to come . ""","ellison said that contrary to the contentions of peoplesoft management , oracle intends to "" fully support peoplesoft customers and products "" for many years to come .","[[""Oracle"", ""intends_to_support"", ""Peoplesoft_customers""], [""Oracle"", ""intends_to_support"", ""Peoplesoft_products""], [""Peoplesoft_management"", ""made_contention"", ""about_Oracle_support""], [""Oracle"", ""will_support_for"", ""many_years""]]","[[""Ellison"", ""said"", ""statement""], [""Ellison"", ""contradicts"", ""Peoplesoft_management""], [""Oracle"", ""intends_to_support"", ""Peoplesoft_customers""], [""Oracle"", ""intends_to_support"", ""Peoplesoft_products""], [""Peoplesoft_management"", ""made_contention"", ""about_Oracle_support""], [""Oracle"", ""will_support_for"", ""many_years""]]",0.9999999994390474
382,a man is mowing a lawn .,a woman is cutting a lemon .,"[[""man"", ""mowing"", ""lawn""]]","[[""woman"", ""cutting"", ""lemon""]]",0.046418159454600365
383,a man is crushing garlic with the back of a knife .,a woman is slicing meat with a knife .,"[[""man"", ""is_crushing"", ""garlic""], [""man"", ""using"", ""knife""], [""knife"", ""used_for"", ""crushing_garlic""], [""garlic"", ""being_crushed_by"", ""man""], [""knife"", ""has_part"", ""back""], [""man"", ""crushing_with"", ""back_of_knife""]]","[[""woman"", ""is_slicing"", ""meat""], [""woman"", ""using"", ""knife""], [""knife"", ""used_for"", ""slicing_meat""], [""meat"", ""being_sliced_by"", ""woman""]]",0.3596017016505632
384,people are playing baseball .,the cricket player hit the ball .,"[[""people"", ""playing"", ""baseball""]]","[[""cricket_player"", ""hit"", ""ball""]]",0.53688223603889
96,then perhaps we could have avoided a catastrophe .,perhaps we should have been able to prevent a disaster .,[],[],0.0
119,forcefully request,request urgently and forcefully .,[],[],0.0
147,change one for another,"give to , and receive from , one another .",[],[],0.0
149,then perhaps we could have avoided a catastrophe .,we would perhaps have been able to then avoid a disaster .,"[[""catastrophe"", ""could_have_been_avoided"", ""catastrophe""]]","[[""disaster"", ""could_have_been_avoided"", ""disaster""]]",0.9757117447694439
186,then perhaps we could have avoided a catastrophe .,we maybe then could have avoided a catastrophe .,[],[],0.0
293,fill with high spirits,fill with high spirits ; fill with optimism .,"[[""TEXT_1"", ""contains"", ""high_spirits""]]","[[""TEXT_2"", ""contains"", ""high_spirits""], [""TEXT_2"", ""contains"", ""optimism""]]",0.9712909487989291
352,define ; determine essential qualities of,determine the essential quality of .,[],[],0.0
365,a europe for all,a europe for all,[],[],0.0
385,that provision could open the door wide to arbitrariness .,this point in the regulation opens the door to the arbitrary .,"[[""provision"", ""could_open"", ""door""], [""door"", ""opens_to"", ""arbitrariness""]]","[[""regulation"", ""opens"", ""door""], [""door"", ""opens_to"", ""arbitrary""]]",0.3879043796787496
386,settlement of people distant from their homeland,a body of people who settle far from home but maintain ties with their homeland ; inhabitants remain nationals of their home state but are not literally under the home state 's system of government .,"[[""settlement"", ""consists_of"", ""people""], [""people"", ""distant_from"", ""homeland""]]","[[""body_of_people"", ""settles"", ""far_from_home""], [""body_of_people"", ""maintain_ties_with"", ""homeland""], [""inhabitants"", ""remain"", ""nationals_of_home_state""], [""inhabitants"", ""not_under"", ""home_state_system_of_government""], [""inhabitants"", ""citizen_of"", ""home_state""]]",0.33982885097543425
387,a man puts seasoning in a bowl of water .,the man added seasoning to water in a bowl .,"[[""man"", ""puts"", ""seasoning""], [""seasoning"", ""in"", ""bowl_of_water""], [""bowl_of_water"", ""contains"", ""water""]]","[[""man"", ""added"", ""seasoning""], [""seasoning"", ""added_to"", ""water""], [""water"", ""in"", ""bowl""], [""man"", ""added_seasoning_to"", ""bowl""]]",0.5697370793587204
388,a man playing the guitar .,a woman is painting her lips .,"[[""man"", ""playing"", ""guitar""]]","[[""woman"", ""painting"", ""lips""]]",0.04841111955669869
389,take in marriage ; perform a marriage ceremony,take in marriage .,"[[""marriage"", ""performed_by"", ""ceremony""], [""ceremony"", ""relation"", ""marriage""], [""marriage_ceremony"", ""involves"", ""marriage""]]",[],0.0
390,what we are witnessing today is a shift from a muslim identity to an islamist identity .,today we are to change a muslim identity for islamic identity .,"[[""today"", ""witnessing"", ""shift""], [""shift"", ""from"", ""muslim_identity""], [""shift"", ""to"", ""islamist_identity""]]","[[""today"", ""changing"", ""muslim_identity""], [""muslim_identity"", ""changed_to"", ""islamic_identity""]]",0.6106116613519643
391,a woman is riding a horse along a perimeter .,a dog is riding a skateboard .,"[[""woman"", ""riding"", ""horse""], [""woman"", ""located_along"", ""perimeter""], [""horse"", ""located_along"", ""perimeter""]]","[[""dog"", ""riding"", ""skateboard""]]",0.09778359377798032
392,a competitor most likely to win,a competitor thought likely to win .,"[[""competitor"", ""likely_to"", ""win""]]","[[""competitor"", ""thought_likely_to"", ""win""]]",0.958993680803943
393,a quantity of something,a quantity of money .,[],[],0.0
394,fail in strength or health and cease to funtion,"break down , literally or metaphorically .","[[""strength"", ""related_to"", ""health""], [""health"", ""affects"", ""function""], [""function"", ""ceases"", ""when_failed""]]","[[""break_down"", ""can_be"", ""literal""], [""break_down"", ""can_be"", ""metaphorical""]]",0.10559650000963072
395,domesticated animals kept for use or profit,a special variety of domesticated animals within a species .,"[[""domesticated_animals"", ""kept_for"", ""use""], [""domesticated_animals"", ""kept_for"", ""profit""]]","[[""special_variety"", ""type_of"", ""domesticated_animals""], [""special_variety"", ""within"", ""species""], [""domesticated_animals"", ""type"", ""special_variety""]]",0.3902720484821146
